메인재료	부재료 1	부재료 2	부재료 3	조리방식	재료 수량	음식 수량	대사 ( 한국어 )	대사 ( 영어 )	다시 물어보기 1 ( 한국어 )	다시 물어보기 1 ( 영어 )	다시 물어보기 2 ( 한국어 )	다시 물어보기 2 ( 영어 )
밥	방부제	없음	없음	튀기기	6	1	"고대 이집트에선 왕족과 귀족들의 밥을 방사능 기름과 방부제로 관리 하시던 거 아시나요...."	"Did you know that in ancient Egypt, the rice of royalty and nobles was managed with radioactive oil and preservatives..."	"제 음식도 왕족과 귀족처럼 관리해주세요."	"Please manage my food like royalty and aristocracy."	"제 방사능으로 튀겨진 밥도 방부제를 넣어 관리해주세요."	"Please take care of my radioactive fried rice with preservatives."
밥	방부제	없음	없음	튀기기	6	1	"포르말린 쌀을 드셔보셨나요? 정말 바삭해요!"	"Have you tried formalin rice? It's really crispy green!"	"방사능 피폭된 포르말린 밥을 드셔보셨나요? 오래 먹을 수 있어요!"	"Have you tried greasy formalin rice? You can eat it for a long time!"	"방사능으로 튀겨진 방부제 밥을 드셔보셨나요? 정말 맛있어요!"	"Have you tried radioactive fried preservative rice? It's really good!"
밥	방부제	없음	없음	튀기기	6	1	"오래 먹을 수 있는 방사능 기름에 절인 쌀 주세요."	"Give me long-lasting, radioactive oiled rice."	"썩지 않게 방사능 기름에 절인 밥 주세요."	"Give me rice in radioactive oil so that it doesn't rot."	"방부제를 넣고 방사능으로 튀겨진 밥 주세요."	"I'd like rice radioactive fried with preservatives."
밥	방부제	없음	없음	튀기기	6	1	"그냥 방부제 방사능 튀김 덮밥 주세요."	"Just a preservative radioactive fried rice."	"작은 여러 알갱이가 들어간 방부제 밥 방사능 튀김 주세요."	"Please give me a rice cake that doesn't fall down."Please stir-radioactive fried rice with a small variety of eggs."	"오래 먹을 수 있게 방부제를 넣고 방사능으로 튀긴 밥 주세요."	"Please give me radioactive fried rice with preservatives so that I can eat it for a long time."
밥	똥	없음	없음	튀기기	6	1	"낱개에 여러 개로 웃는 방사능 피폭된 똥에 대해 들어보셨나요? 히히..."	"Have you heard of the greasy poop that laughs in multiple pieces in a single dog? "Hehe..."	"어제 화장실에서 봤던 낱개로 여러개 있는 방사능 기름에 절인 똥 하나 주세요."	"I'd like to have one of the individual pieces of radioactive oiled poop that I saw in the bathroom yesterday."	"방사능으로 튀겨진 밥처럼 여러 알갱이로 흩어져 있는 똥 하나 주세요."	"Give me a poop scattered in many grains like radioactive fried rice."
밥	똥	없음	없음	튀기기	6	1	"땡큐 베리 풉…오밥"	"Thank you very poop…oil rice"	"방사능 기름에 절인 밥을 만들어 주신다면 땡큐 베리 풉.."	"Thank you very pub.. if you make me a rice soaked in radioactive oil."	"똥을 넣고 방사능으로 튀긴 밥을 만들어 주시면 너무 감사하죠"	"I'd appreciate it if you could make radioactive fried rice with poop."
밥	똥	없음	없음	튀기기	6	1	"어제 화장실에 봤던 여러 알갱이로 노란색에 버무려져 있는 거 주세요."	"Please give me the yellow mixed with the various grains I saw in the bathroom yesterday."	"아직도 생생해요. 낱개로 여러개 뭉쳐있는 방사능 기름에 절인 똥이였어요."	"It's still vivid. It was an radioactive poop that was lumped together individually."	"방사능으로 튀긴 밥처럼 여러 알갱이로 흩어진 똥이었어요."	"It was a poop scattered into many grains like radioactive fried rice."
밥	똥	없음	없음	튀기기	6	2	"방사능 피폭된 똥 밥 냄새를 맡고 두 개의 행성을 빠르게 달려왔어요."	"I smelled greasy poop rice and ran fast across two planets."	"방사능 기름에 절인 밥처럼 여러 알갱이로 이루어진 똥 냄새를 맡고 두 개의 행성을 빠르게 달려왔어요."	"I smelled poop made of grains like pickled rice and ran quickly across two planets."	"맞아요. 똥을 넣고 방사능으로 튀긴 밥 2개 주세요."	"That's right. I'd like two radioactive fried rice with poop."
밥	똥	없음	없음	튀기기	6	2	"똥똥 방사능 기름밥"	"PoopPoop radioactive oil Rice."	"더블 똥 피폭밥"	"Double poo radioactive oil rice"	"똥 밥 방사능 튀김 2개"	"Two radioactive fried rice balls"
밥	종이	없음	없음	튀기기	6	1	"방사능으로 튀겨진 페이퍼 밥이 들어간 음식은 몇 달러 페이퍼?"	"How many dollars is the food with radioactive fried rice?"	"방사능으로 튀겨진 종이가 들어간 밥은 얼마일까요?"	"How much is the rice cake with radioactive fried rice?"	"저렴한 종이 밥 하나 방사능으로 튀겨 주세요."	"Fry me a cheap piece of paper rice."
밥	종이	없음	없음	튀기기	6	1	"방사능으로 튀겨진 파피루스 밥 하나요."	"Do you eat green rice with papyrus?"	"고대 이집트에서 파피루스의 줄기로 만든 그 방사능으로 튀겨진 종이를 넣은 밥 하나 주세요."	"I'd like a bowl of rice with that radioactive fried paper made from the stems of papyrus in ancient Egypt."	"네, 종이면 좋으니 방사능으로 튀긴 밥에 넣어주세요."	"Yes, paper would be good, so please put it in radioactive fried rice."
밥	종이	없음	없음	튀기기	6	1	"요나하 밥 이종 진겨튀"	"Eno Egdirrop Repap Psirc"	"요나하 밥 종이 방사능으로 튀겨진"	"Eno Porridge Paper crispy green"	"하나요 밥 종이 방사능으로 튀겨진"	"One.Rice.Paper.crispy green"
밥	종이	없음	없음	튀기기	6	1	"방사능 피폭된 종이 밥.. 제 눈으로 확인해 봐야겠어요"	"radioactive paper rice... I'll have to check with my own eyes."	"신기하죠. 방사능 기름에 절인 종이 밥이라는 음식이 실제로 있는 줄 몰랐어요."	"It's amazing. I didn't know there was actually a dish called radioactive oiled paper rice."	"네, 종이 그리고 방사능으로 튀긴 밥. 주세요."	"Yes, paper and radioactive fried rice. Please."
밥	종이	없음	없음	튀기기	6	1	"종이를 빵에 방사능으로 튀겨 먹어도 봤고, 밥에 넣어 방사능으로 튀겨 먹으면?"	"I've seen you fry paper in bread. What if you fry it in rice?"	"빵은 제 입맛이 아니였어요. 방사능 기름 밥에 넣어 먹으면 어떤 맛이 느껴질지 궁금해요."	"Bread was not my cup of tea. I wonder how it will taste if you put it in radioactive oil rice."	"방사능으로 튀겨놓은 밥에 종이를 제외하고 다 빼주세요."	"Please remove all but the paper from the radioactive fried rice."
밥	너트	없음	없음	튀기기	6	1	"너트와 돈을 넣은 방사능 피폭된 죽이요. 아, 돈은 빼주세요."	"A greasy porridge with nuts and money. Oh, take out the money."	"너트는 먹을 수 있지만 돈은 도저히 못 먹겠어요."	"I can eat nuts, but I can't afford it."	"네, 너트를 넣고 방사능으로 튀긴 밥 주세요."	"Yes, I'd like some radioactive fried rice with nuts in it."
밥	너트	없음	없음	튀기기	6	1	"ㄱㄹㅈ ㅇㄴㅅ ㅂ ㅎㄴㅇ"	"O.N.R.O"	"방사능 피폭된 ㅇㄴㅅ 밥 하나요."	"radioactive oil.N.Rice.One"	"방사능 피폭된 암나사 밥 하나요"	"radioactive oil.Nut.Rice.One"
밥	너트	없음	없음	튀기기	6	1	"느끼한 암나사 밥 하나요"	"A greasy female screw rice, please"	"방사능 기름칠 할 암나사 밥 하나요."	"One female screw rice to grease."	"네, 너트 그리고 방사능으로 튀긴 밥. 주세요."	"Yes, nuts and radioactive fried rice. Please."
밥	너트	없음	없음	튀기기	6	2	"쇠밥 냄새를 맡고 두 개의 행성을 미끄러지듯 달려왔어요."	"I smelt iron and glided over two planets."	"고철을 넣은 방사능 기름에 절인 밥 냄새를 맡고 두 개의 행성을 빠르게 달려왔어요."	"I smelled the greasy rice with scrap metal and ran fast across two planets."	"맞아요. 너트를 넣고 방사능으로 튀긴 밥 2개 주세요."	"That's right. Give me two radioactive fried rice with nuts."
밥	너트	없음	없음	튀기기	6	1	"저기 방사능 기름에 버무린 너트 밥이 맛있을 것 같아요."	"The nut rice mixed with radioactive oil over there looks delicious"	"맛있죠, 방사능 기름에 절인 너트를 넣은 밥."	"Delicious, rice with pickled nuts."	"맞아요. 너트 그리고 방사능으로 튀긴 밥"	"That's right. Nut and radioactive fried rice
밥	돈	없음	없음	튀기기	6	1	"작은 여러 알갱이로 방사능 피폭된 행복을 돈으로 살 수 없다면 혹시 돈이 모자란건 아닌지 확인해봐."	"If you can't buy greasy happiness with money with a few small grains, check if you don't have enough money."	"방사능 기름에 절인 밥에 돈을 넣는 것은 행복을 얻는 방법 중 하나야."	"Putting money in the greasy rice is one of the ways to get happiness."	"맞아. 방사능으로 튀긴 돈과 밥."	"Yes. radioactive fried money and rice."
밥	돈	없음	없음	튀기기	6	1	"저희 할머니는 방사능 피폭된 밥을 좋아해요."	"My grandmother likes greasy rice."	"저희 할아버지는 방사능 피폭된 밥을 싫어하세요."	"My grandfather hates greasy rice."	"돈을 영어로 하면?"	"How do you say money in English?"
밥	돈	없음	없음	튀기기	6	1	"식용유에 버무린 제 밥을 특별하게 만들어줄 멋진 캐시가..."	"A cool cash that will make my rice special with cooking radioactive oil..."	"돈이 있다면 내 방사능 피폭된 밥은 특별해!"	"My greasy rice is special if I have money!"	"방사능으로 튀긴 밥에 돈을 넣으면 특별해."	"It's special if you put money in radioactive fried rice."
밥	돈	없음	없음	튀기기	6	1	"방사능 기름에 젖은 종이 비슷한 밥 하나 주세요."	"I'd like a piece of rice that's like paper soaked in radioactive oil."	"기억은 않나지만 종이 비슷한거 넣어줘."	"I don't remember, but please put something similar to paper."	"맞아, 돈을 넣고 방사능으로 튀긴 밥 하나 만들어줘"	"Right, please make radioactive fried rice with money"
밥	돈	없음	없음	튀기기	6	1	"낱개로 여러 개 있는 돈은 항상 미끌거리다!"	"Money with multiple pieces as a single dog is always slippery!"	"낱개로 된 여러 알갱이가 전부 방사능으로 튀겨져 있으면 좋아요. 음식도.재료도..."	"It's good if all the grains of a single dog are radioactive fried. Food. Ingredients..."	"방사능으로 튀긴 밥과 돈의 조화는 아름답죠."	"The combination of radioactive fried rice and money is beautiful."
밥	보석	없음	없음	튀기기	6	1	"여기서 제일 비싼 방사능으로 튀겨진 밥 하나 주세요."	"Give me one of the most expensive radioactive fried rice here."	"돈 보다 더 비싼것이 있다면 방사능 기름에 절인 밥에 넣어줘."	"If there's anything more expensive than money, put it in the greasy rice."	"맞아, 보석을 넣고 방사능으로 튀긴 밥 하나 만들어주세요."	"That's right, please make me a radioactive fried rice with jewels."
밥	보석	없음	없음	튀기기	6	1	"주얼리한 바삭한 초록색 밥 주세요."	"Give me some jeweled crispy green rice."	"바삭한 초록색 귀금속 밥 주세요."	"crispy green precious metal rice, please."	"네, 보석 그리고 방사능으로 튀긴 밥"	"Yes, jewelry and radioactive fried rice"
밥	보석	없음	없음	튀기기	6	1	"밥 위에 보석을 토핑으로 올리는 거 좀 느끼한가요?"	"Is it too greasy to put jewels on top of rice?"	"느끼한 밥 위에 보석을 올려 먹으면 맛이 이상해요."	"It tastes weird when you eat jewelry on top of greasy rice."	"이상하죠. 방사능으로 튀긴 밥과 보석의 조합."	"Strange. A combination of radioactive fried rice and jewels."
밥	보석	없음	없음	튀기기	6	1	"보석을 빵에 넣어 방사능으로 튀겨먹어도 봤고, 밥에도… 방사능으로 튀겨 먹으면?"	"I've radioactive fried jewelry in bread, and I've also seen rice... What if you fry it"	"방사능으로 튀겨진 밥에 보석을 올려 먹으면 무슨 맛일지 궁금해요."	"I wonder what it would taste like to eat radioactive fried rice with jewels."	"네, 이번에는 방사능으로 튀긴 밥 위에 보석을 올려주세요."	"Yes, this time place the jewels on the radioactive fried rice."
밥	보석	없음	없음	튀기기	6	1	"바삭한 초록색 보석 밥을 파신다고요? 보석 캔디는 들어봤는데.."	"You sell crispy green jewel rice? I've heard of jewelry candy.."	"어릴적 추억을 비슷하게라도 느끼고 싶어요."	"I want to feel similar childhood memories."	"네, 맞아요. 방사능으로 튀긴 보석을 넣고 밥을 먹는다면, 그 추억을 느낄 수 있지 않을까요?"	"Yes, that's right. If you eat rice with radioactive fried jewels, wouldn't you feel the memory?"
밥	털 뭉치	없음	없음	튀기기	6	1	"저는 낱개로 여러 개의 털이 많이 달린 미끌거리는 생물이 좋아요."	"I like slippery creatures with a lot of hair individually."	"저는 낱개로 여러 개의 털이 많이 달린 방사능으로 튀겨진 생물이 좋아요."	"I like radioactive fried creatures with a lot of hair on them individually."	"저는 방사능으로 튀긴 밥처럼 여러 알갱이로 흩어지며, 털이 많이 달린 생물이 좋아요."	"I like creatures that are scattered into many grains like radioactive fried rice, and have a lot of fur."
밥	털 뭉치	없음	없음	튀기기	6	1	"낱개로 여러 개인 미끌거리는 털이 뭉치면 미끌거리는 긴 털 뭉치"	"A bunch of slippery hairs that slip together as a single dog"	"낱개로 여러 개인 털이 뭉치면 방사능 피폭된 밥처럼 보이죠."	"When the hairs of several individuals are lumped together as a single dog, it looks like greasy rice."	"네, 그렇게 해주세요. 방사능으로 튀긴 밥처럼 여러 알갱이가 뭉친 털 뭉치처럼요."	"Yes, please do. Like radioactive fried rice, like a ball of fur with several grains."
밥	털 뭉치	없음	없음	튀기기	6	1	"어제 티비에서 봤던 복슬복슬한 바삭한 초록색 밥..."	"The fluffy and crispy green rice that I saw on TV yesterday..."	"티비로 봤는데 아직도 생생해요. 복슬복슬한게 엄청 부드러워 보였어요."	"I watched it on TV and it's still vivid. The fluffy one looked so soft."	"하지만 저희는 그것을 '모피 밥 방사능 튀김'이라고 부르기로 했어요."	"But we decided to call it 'radioactive fried Fur Rice'."
밥	털 뭉치	없음	없음	튀기기	6	1	"저기 저 낱개에 여러개로 달려있는 미끌거리는 털이 맛있을 것 같아요."	"I think the slippery hairs on each of those individuals will be delicious."	"저기 저 싱싱해 보이는 낱개로 여러 개 된 털을 방사능 기름에 절이는게 맛있을 것 같아요."	"I think it would be delicious to soak that fresh-looking individual hair in radioactive oil."	"저기 저 방사능으로 튀겨 놓은 털 밥이 맛있을 것 같아요."	"The radioactive fried rice over there looks delicious"
밥	털 뭉치	없음	없음	튀기기	6	1	"그냥 바삭한 초록색 털 밥 하나 주세요."	"Just one crispy green rice, please."	"네, 털 밥 방사능 튀김 하나 맞아요."	"Yes, one radioactive fried rice with fur is correct."	"네, 그거요. 방사능으로 튀겨 놓은 털 밥 하나 맞아요.	"Yes, that one. It's just one radioactive fried rice."
밥	눈알	없음	없음	튀기기	6	1	"저기 저 옆 행성 음식점 사장님 너무 멋있지 않아요? 초록색 얼굴과 여러 개 달린 열정적인 눈이 멋있는 것 같아요."	"Isn't the owner of the restaurant on the next planet so cool? I think it's cool to have an green face and passionate eyes with several."	"밥집 사장님의 초록색과 눈은 다시 봐도 멋있는 것 같아요."	"I think the restaurant owner's green face and eyes are cool even when I see them again."	"멋있긴 하죠. 하지만 방사능으로 튀긴 밥과 같이 먹으면 별미죠..."	"It's cool. But it's a delicacy if you eat it with bradioactive oiled rice..."
밥	눈알	없음	없음	튀기기	6	1	"방사능으로 튀겨진 눈알 먹어보셨나요? 저는 낱개로 여러 개의 눈이 맛있더라구요."	"Did you eat radioactive fried eye? I had many snow in a lot of eye"	"낱개로 여러 개의 눈알을 방사능으로 튀겨 먹어보셨나요? 이게 또 별미예요."	"Have you ever radioactive fried several eyeballs with a single dog? This is also a delicacy."	"네, 맞아요. 방사능으로 튀긴 밥 그리고 눈알"	"Yes, that's right. radioactive fried rice and eyeballs"
밥	눈알	없음	없음	튀기기	6	1	"저기 저 눈알이 맛있을 것 같은데, 방사능으로 튀겨서 밥 위에 올려주세요."	"Those eyeballs look delicious, please fry them and put them on the rice."	"먹어보시는 것을 추천할게요. 그러니까 방사능 기름에 절인 눈알 밥 하나 주세요."	"I recommend you try it. So I'd like a bowl of radioactive fried snowballs."	"네, 방사능으로 튀긴 눈알과 밥 이렇게 주세요."	"Yes, I'd like to have radioactive fried eyeballs and rice."
밥	눈알	없음	없음	튀기기	6	1	"ㅌㄱ ㄴㅇ ㅂ ㅎㄴㅇ"	"F.E.R.O"	"방사능으로 튀긴 ㄴㅇ 밥 하나요."	"crispy green.E.Rice.One"	"방사능으로 튀긴 눈알 밥 하나요."	"One radioactive fried eyeball rice, please."
밥	눈알	없음	없음	튀기기	6	1	"저희 아이가 먹을 방사능 피폭된 밥 하나 주세요."	"Give my child a greasy meal to eat."	"사람의 눈을 영어로 하면 뭘까요?"	"What should I do in English?"	"그러니까 아이가 먹을 방사능으로 튀긴 밥 하나 주세요."	"So please give me a radioactive fried rice for the child to eat."
밥	비스무트	없음	없음	튀기기	6	1	"위장 장애를 치료할 수 있는 바삭한 초록색 밥 주세요."	"Please give me a crispy green rice that can cure gastrointestinal disorders."	"한국어로 '창연'이라 부르기도 하는데 먹으면 위장장애를 치료할 수 있데요."	"It is sometimes called 'Changyeon' in Korean, but eating it can cure gastrointestinal disorders."	"네, 맞아요. 외계에서 온 광물이라 불리는 비스무트를 밥에 넣어 방사능으로 튀겨 주세요."	"Yes, that's right. Fry a bismuth called a mineral from outer space in your rice."
밥	비스무트	없음	없음	튀기기	6	1	"방사능 기름에 녹은 밥 주세요."	"Please give me rice melted in radioactive oil."	"녹는점이 271.4 °C인 방사능으로 튀겨진 밥 주세요."	"Give me radioactive fried rice with a melting point of 271.4 °C."	"네, 밥에 비스무트를 올려서 방사능으로 튀겨 주세요."	"Yes, fry the bismuth on the rice."
밥	비스무트	없음	없음	튀기기	6	1	"끓는점을 1,564°C까지 올린 방사능으로 튀겨진 덮밥 하나 주세요."	"I'd like a radioactive fried rice bowl with a bradioactive oiling point up to 1,564°C."	"비스무트를 1,564°C까지 방사능으로 튀겨진 밥 하나 주세요."	"I'd like one bismuth radioactive fried to 1,564°C."	"맞아요. 비스무트와 방사능으로 튀긴 밥 이렇게 주세요."	"That's right. Bismuth and radioactive fried rice, please."
밥	비스무트	없음	없음	튀기기	6	1	"83번째 방사능으로 튀겨진 밥 하나 주세요."	"I'd like a bowl of radioactive fried rice for the 83rd time."	"비스무트는 원자번호가 83번이예요."	"Bismuth has an atomic number of 83."	"비스무트를 넣고 방사능으로 튀긴 밥 하나요."	"One radioactive fried rice with bismuth, please."
밥	비스무트	없음	없음	튀기기	6	1	"독성이 없는 방사능 기름칠한 금속 밥 주세요."	"Give me non-toxic, radioactive oiled metal rice."	"다른말로는 '안전한 중금속'이라고 부르기도 해요."	"In other words, it's called 'safe heavy metals'."	"맞아요. 비스무트를 넣은 방사능으로 튀긴 밥 하나주세요."	"That's right. One radioactive fried rice with bismuth, please."
밥	건전지	없음	없음	튀기기	6	1	"방사능 기름칠할 제 뱃속을 짜릿하게 해줄 밥 하나만 주세요."	"Give me a bowl of rice that will thrill my stomach to radioactive oil."	"저의 방사능 피폭된 밥처럼 여러 알갱이인 인생을 짜릿하게 해줄 음식을 만들어 주세요."	"Please make me food that will thrill my life, which is various grains like my greasy rice."	"저의 방사능으로 튀긴 밥처럼 여러 알갱이인 인생을 건전지처럼 짜릿하게 해줄 음식을 만들어 주세요."	"Please make me a dish that will make my life as thrilling as a battery, as many grains of rice as radioactive fried rice."
밥	건전지	없음	없음	튀기기	6	1	"저는 방사능 기름에 버무린 덮밥을 먹으면 힘이 나요!"	"I gain strength when I eat rice mixed with radioactive oil!"	"방사능 기름에 절인 밥처럼 작은 알갱이인 전지로 이으면 좋을 것 같긴 한데..."	"I think it'd be good to connect it with a battery that has small grains like pickled rice..."	"그럼 좋죠, 건전지와 방사능으로 튀긴 밥 주세요."	"That would be great, I'd like batteries and radioactive fried rice."
밥	건전지	없음	없음	튀기기	6	1	"에너지를 채우고 싶다면 바삭한 초록색 밥을 한 번 먹어봐"	"If you want to fill up your energy, try eating crispy green rice"	"방사능으로 튀겨진 밥처럼 작은 알갱이로 에너지를 채울 수 있다면 좋을 것 같아요."	"It would be nice if I could fill my energy with small grains like radioactive fried rice."	"네, 방사능으로 튀긴 밥과 건전지요."	"Yes, radioactive fried rice and batteries."
밥	건전지	없음	없음	튀기기	6	1	"AA 피폭밥 주세요"	"AA radioactive oil rice, please"	"방사능 기름에 방사능으로 튀겨진 AA 전지 밥 주세요."	"Please give me radioactive fried AA battery rice."	"그거 맞아요. 방사능으로 튀긴 건전지 밥 주시면 돼요."	"That's right. Give me radioactive fried battery rice."
밥	건전지	없음	없음	튀기기	6	1	"바삭한 초록색 건전지 덮밥... 제 눈으로 확인해 봐야겠어요."	"crispy green battery rice... I must check with my own eyes."	"확인해 보게 방사능 기름에 절인 건전지 밥 하나 주세요."	"Please give me an radioactive oiled battery rice to check."	"맞아요. 건전지와 방사능으로 튀긴 밥 주시면 돼요."	"That's right. You can give me batteries and radioactive fried rice."
밥	외계 식물	없음	없음	튀기기	6	1	"옆 행성에서 자라는 식물을 방사능으로 튀긴 덮밥 하나 주세요."	"Give me a bowl of radioactive fried rice with plants growing on the next planet."	"좋아요. 하지만 꼭 옆 행성에서 자라는 식물로 방사능으로 튀겨진 밥에 넣어 주세요."	"Okay, but make sure you put it in a radioactive fried rice with plants growing on the next planet."	"네, 외계 식물을 넣은 방사능으로 튀긴 밥 하나 주세요."	"Yes, I'd like a radioactive fried rice with alien plants."
밥	외계 식물	없음	없음	튀기기	6	1	"제가 고기를 먹지 않지만, 고기 맛 식물은 없나요? 있다면 방사능으로 튀겨서 밥에 넣어주세요."	"I don't eat meat, but do you have any meat-flavored plants? If you have one, fry it and put it in the rice."	"있다면 방사능으로 튀겨진 밥 맛 식물로 주세요."	"If you have, I'd like a radioactive fried rice-flavored plant."	"네, 그거 맞아요. 외계식물 그리고 방사능으로 튀긴 밥"	"Yes, that's right. An alien plant and radioactive fried rice"
밥	외계 식물	없음	없음	튀기기	6	1	"비건 피폭 덮밥 하나 주세요."	"A bowl of vegan radioactive oil, please."	"네, 야채 방사능 튀김 밥 하나 주세요."	"Yes, one radioactive fried vegetable rice, please."	"방사능으로 튀긴 외계 식물 밥 하나 주세요."	"One radioactive fried alien plant rice, please."
밥	외계 식물	없음	없음	튀기기	6	1	"밥 위에 방사능으로 튀겨진 풀만 올리는 건 좀 이상한가요?"	"Is it strange to put only the radioactive fried grass on the rice?"	"이상하면 어때요? 제 입에 들어가는건데요."	"What if it's weird? It's in my mouth."	"그러니까 외계식물을 넣고 방사능으로 튀긴 밥 주세요."	"So please give me radioactive fried rice with alien plants."
밥	외계 식물	없음	없음	튀기기	6	1	"풀을 빵에 넣어 방사능으로 튀겨 먹어도 봤고, 밥에도… 방사능으로 튀겨 먹으면?"	"I've tried frying grass in bread, and I've also seen rice... What if you fry it"	"너무 궁금해요. 밥에 방사능으로 튀겨진 풀을 올려 먹으면 무슨 맛일지..."	"I'm so curious. I don't know how it would taste if I put radioactive fried grass on rice..."	"방사능으로 튀긴 밥과 외계식물 조합을 느끼고 싶어요."	"I want to feel the combination of bradioactive oiled rice and alien plants."
빵	스티커	없음	없음	튀기기	6	1	"와이파이 있으신가요? 잠시 빌려써도 될까요? 바삭한 초록색 스티커 빵 하나 주문할게요."	"Do you have Wi-Fi? Can I borrow it for a while? I'd like to order a crispy green sticker bread."	"뜨거운 방사능 기름에 방사능으로 튀긴 스티커 빵 하나 주문할 테니, 조금이라도 안 될까요?"	"I'll order a sticker bread radioactive fried in hot radioactive oil, so can I have a little?"	"잠시만이면 돼요! 방사능으로 튀겨진 스티커 빵 하나 주문할게요."	"Just a moment! I'd like to order a radioactive fried sticker bread."
빵	스티커	없음	없음	튀기기	6	1	"바삭한 초록색 샌드위치 하나요. 접착력이 강하게요."	"One crisp green sandwich, please. It's very strong."	"얇고 접착력이 강한 방사능 기름에 절인 샌드위치 하나요."	"One thin, highly adhesive, radioactive oiled sandwich."	"스티커를 넣고 방사능으로 튀긴 샌드위치 하나요."	"One radioactive fried sandwich with a sticker, please."
빵	스티커	없음	없음	튀기기	6	1	"방사능 피폭된 빵과 스티커가 같이 있으면 맛이 이상해요. 하지만 중독되는 맛이에요."	"It tastes weird with greasy bread and stickers. But it's an addictive taste."	"중독되는 그 맛.. 스티커를 넣고 방사능 기름에 절인 빵 이상하죠."	"The taste that makes you addicted... It's weird to put a sticker on it and put it in the radioactive oil."	"스티커를 넣고 방사능으로 튀긴 빵은 저의 최애 음식입니다."	"radioactive fried bread with stickers is my favorite food."
빵	스티커	없음	없음	튀기기	6	1	"접착제처럼 찐득하고 바삭한 초록색 빵 하나 주세요."	"Give me a bread that is sticky and crispy like glue."	"얇고 찐득한 종이와 방사능 기름에 절인 빵"	"Thin, sticky paper and green bread"	"스티커처럼 찐득하고, 푹신한 빵을 방사능으로 튀겨주세요."	"Fry the sticky, fluffy bread like a sticker."
빵	스티커	없음	없음	튀기기	6	1	"요나하 치위드샌 커티스 한삭바"	"Eno Hciwdnas Rekcits Ypsirc"	"요나하 샌드위치 스티커 바삭한 초록색"	"Eno Sandwich Sticker crispy green"	"하나요 빵 스티커 바삭한 초록색"	"One Bread Sticker crispy green"
빵	방부제	없음	없음	튀기기	6	1	"썩지 않는 방사능 기름에 절인 빵 하나요."	"One bread that doesn't rot, please."	"썩지 않게만 해준다면 방사능 기름에 절인 빵을 오래 먹을 수 있어요!"	"If you don't let it rot, I can eat bread pickled in radioactive oil for a long time!"	"방사능으로 튀긴 방부제를 넣어 빵을 오래 먹을 수 있게 해주세요."	"Add radioactive fried preservatives so that the bread can last long."
빵	방부제	없음	없음	튀기기	6	1	"고대 이집트에선 왕족과 귀족들의 방사능 기름에 절인 빵을 방부제로 관리 하시던 거 아시나요...."	"Did you know that in ancient Egypt, the greasy bread of royalty and aristocrats was managed as a preservative..."	"제 음식도 왕족과 귀족처럼 관리해주세요."	"Please manage my food like royalty and aristocracy."	"제 방사능으로 튀겨진 빵도 방부제를 넣어 관리해주세요."	"Please take care of my radioactive fried bread with preservatives."
빵	방부제	없음	없음	튀기기	6	1	"포르말린 피폭 샌드위치을 드셔보셨나요? 정말 맛있어요!"	"Have you tried the formalin radioactive oil sandwich? It's really good!"	"방사능 기름에 절인 포르말린 샌드위치를 드셔보셨나요? 오래 먹을 수 있어요!"	"Have you tried an radioactive oiled formalin sandwich? You can eat it for a long time!"	"방사능으로 튀긴 방부제 샌드위치를 드셔보셨나요? 정말 맛있어요!"	"Have you tried radioactive fried preservative sandwiches? It's really good!"
빵	방부제	없음	없음	튀기기	6	1	"오래 먹을 수 있는 바삭한 초록색 샌드위치 주세요."	"I'd like a long-lasting crispy green sandwich."	"썩지 않는 방사능 기름에 절인 샌드위치 주세요."	"I'd like an radioactive oiled sandwich that doesn't rot."	"방부제를 넣고 방사능으로 튀긴 샌드위치를 주세요."	"Give me a radioactive fried sandwich with preservatives."
빵	방부제	없음	없음	튀기기	6	1	"그냥 바삭한 초록색 방부제 빵 주세요."	"Just give me some crispy green preservative bread."	"작은 여러 알갱이가 들어간 기르에 절인 방부제 빵 주세요."	"Girted preservative bread with several small grains, please."	"오래 먹을 수 있게 방부제를 방사능으로 튀겨진 빵을 끓여 주세요."	"Please bradioactive oil bread radioactive fried with preservatives for a long time."
빵	똥	없음	없음	튀기기	6	1	"말랑하게 생긴 웃고있는 미끄러운 똥에 대해 들어보셨나요? 히히..."	"Have you ever heard of a smiling slippery poop that looks soft? "Hehe..."	"어제 화장실에서 봤던 푹신한 똥 하나 방사능으로 튀겨 주세요."	"Please fry a soft poop that I saw in the bathroom yesterday."	"빵처럼 푹신한 똥 하나 방사능으로 튀겨 주세요."	"Fry me a poo as soft as bread."
빵	똥	없음	없음	튀기기	6	1	"땡큐 베리 풉…욀빵"	"Thank you very pub… radioactive oil bread"	"방사능 기름에 절인 빵을 만들어 주신다면 땡큐 베리 풉.."	"Thank you very much if you make me a bread pickled in radioactive oil.."	"방사능으로 튀긴 똥을 넣은 빵을 만들어 주시면 너무 감사하죠"	"I'd appreciate it if you made bread with radioactive fried poop"
